filename,class,true_label,condition,mask_ratio,correct,confidence
ARSE_0058,ARSE_crop,0,dt_mask,0.2,1.0,0.8956
ARSE_0058,ARSE_crop,0,ig_mask,0.3,0.0,0.937
ARSE_0058,ARSE_crop,0,random_mask,0.3,0.0,0.8949
ARSE_0058,ARSE_crop,0,fft_mask,0.3,0.0,0.6778
ARSE_0058,ARSE_crop,0,gabor_mask,0.3,0.0,0.9618
ARSE_0058,ARSE_crop,0,dt_mask,0.3,1.0,0.7956
PRPE_0186,PRPE_crop,4,full,0.0,1.0,0.9538
PRPE_0186,PRPE_crop,4,ig_mask,0.1,1.0,0.9602
PRPE_0186,PRPE_crop,4,random_mask,0.1,1.0,0.9574
PRPE_0186,PRPE_crop,4,fft_mask,0.1,1.0,0.8618
PRPE_0186,PRPE_crop,4,gabor_mask,0.1,1.0,0.9559
PRPE_0186,PRPE_crop,4,dt_mask,0.1,1.0,0.9518
PRPE_0186,PRPE_crop,4,ig_mask,0.2,1.0,0.9583
PRPE_0186,PRPE_crop,4,random_mask,0.2,1.0,0.9599
PRPE_0186,PRPE_crop,4,fft_mask,0.2,0.0,0.6188
PRPE_0186,PRPE_crop,4,gabor_mask,0.2,1.0,0.9617
PRPE_0186,PRPE_crop,4,dt_mask,0.2,1.0,0.9528
PRPE_0186,PRPE_crop,4,ig_mask,0.3,1.0,0.957
PRPE_0186,PRPE_crop,4,random_mask,0.3,1.0,0.9605
PRPE_0186,PRPE_crop,4,fft_mask,0.3,0.0,0.4493
PRPE_0186,PRPE_crop,4,gabor_mask,0.3,1.0,0.9611
PRPE_0186,PRPE_crop,4,dt_mask,0.3,1.0,0.9558
ARSE_0188,ARSE_crop,0,full,0.0,1.0,0.9331
ARSE_0188,ARSE_crop,0,ig_mask,0.1,0.0,0.834
ARSE_0188,ARSE_crop,0,random_mask,0.1,0.0,0.6372
ARSE_0188,ARSE_crop,0,fft_mask,0.1,0.0,0.3961
ARSE_0188,ARSE_crop,0,gabor_mask,0.1,0.0,0.7336
ARSE_0188,ARSE_crop,0,dt_mask,0.1,1.0,0.9368
ARSE_0188,ARSE_crop,0,ig_mask,0.2,0.0,0.955
ARSE_0188,ARSE_crop,0,random_mask,0.2,0.0,0.8037
ARSE_0188,ARSE_crop,0,fft_mask,0.2,0.0,0.613
ARSE_0188,ARSE_crop,0,gabor_mask,0.2,0.0,0.9193
ARSE_0188,ARSE_crop,0,dt_mask,0.2,1.0,0.934
ARSE_0188,ARSE_crop,0,ig_mask,0.3,0.0,0.9625
ARSE_0188,ARSE_crop,0,random_mask,0.3,0.0,0.8287
ARSE_0188,ARSE_crop,0,fft_mask,0.3,0.0,0.8254
ARSE_0188,ARSE_crop,0,gabor_mask,0.3,0.0,0.9565
ARSE_0188,ARSE_crop,0,dt_mask,0.3,1.0,0.9163
ARSS_0167,ARSS_crop,1,full,0.0,1.0,0.9925
ARSS_0167,ARSS_crop,1,ig_mask,0.1,0.0,0.7698
ARSS_0167,ARSS_crop,1,random_mask,0.1,0.0,0.8332
ARSS_0167,ARSS_crop,1,fft_mask,0.1,1.0,0.669
ARSS_0167,ARSS_crop,1,gabor_mask,0.1,1.0,0.9466
ARSS_0167,ARSS_crop,1,dt_mask,0.1,1.0,0.9911
ARSS_0167,ARSS_crop,1,ig_mask,0.2,0.0,0.9327
ARSS_0167,ARSS_crop,1,random_mask,0.2,0.0,0.9056
ARSS_0167,ARSS_crop,1,fft_mask,0.2,1.0,0.5379
ARSS_0167,ARSS_crop,1,gabor_mask,0.2,0.0,0.8538
ARSS_0167,ARSS_crop,1,dt_mask,0.2,1.0,0.9896
ARSS_0167,ARSS_crop,1,ig_mask,0.3,0.0,0.9372
ARSS_0167,ARSS_crop,1,random_mask,0.3,0.0,0.9305
ARSS_0167,ARSS_crop,1,fft_mask,0.3,0.0,0.3462
ARSS_0167,ARSS_crop,1,gabor_mask,0.3,0.0,0.9589
ARSS_0167,ARSS_crop,1,dt_mask,0.3,1.0,0.9881
PRPE_0197,PRPE_crop,4,full,0.0,1.0,0.9493
PRPE_0197,PRPE_crop,4,ig_mask,0.1,1.0,0.9275
PRPE_0197,PRPE_crop,4,random_mask,0.1,1.0,0.9303
PRPE_0197,PRPE_crop,4,fft_mask,0.1,0.0,0.7671
PRPE_0197,PRPE_crop,4,gabor_mask,0.1,1.0,0.9118
PRPE_0197,PRPE_crop,4,dt_mask,0.1,1.0,0.9461
PRPE_0197,PRPE_crop,4,ig_mask,0.2,1.0,0.9409
PRPE_0197,PRPE_crop,4,random_mask,0.2,1.0,0.9467
PRPE_0197,PRPE_crop,4,fft_mask,0.2,0.0,0.8223
PRPE_0197,PRPE_crop,4,gabor_mask,0.2,1.0,0.8867
PRPE_0197,PRPE_crop,4,dt_mask,0.2,1.0,0.9509
PRPE_0197,PRPE_crop,4,ig_mask,0.3,1.0,0.9475
PRPE_0197,PRPE_crop,4,random_mask,0.3,1.0,0.955
PRPE_0197,PRPE_crop,4,fft_mask,0.3,0.0,0.7288
PRPE_0197,PRPE_crop,4,gabor_mask,0.3,1.0,0.9203
PRPE_0197,PRPE_crop,4,dt_mask,0.3,1.0,0.9484
PJNA_0185,PJNA_crop,2,full,0.0,1.0,0.9156
PJNA_0185,PJNA_crop,2,ig_mask,0.1,0.0,0.7519
PJNA_0185,PJNA_crop,2,random_mask,0.1,0.2,0.5402
PJNA_0185,PJNA_crop,2,fft_mask,0.1,1.0,0.8533
PJNA_0185,PJNA_crop,2,gabor_mask,0.1,1.0,0.7887
PJNA_0185,PJNA_crop,2,dt_mask,0.1,1.0,0.9106
PJNA_0185,PJNA_crop,2,ig_mask,0.2,0.0,0.8953
PJNA_0185,PJNA_crop,2,random_mask,0.2,0.0,0.8156
PJNA_0185,PJNA_crop,2,fft_mask,0.2,1.0,0.7832
PJNA_0185,PJNA_crop,2,gabor_mask,0.2,1.0,0.4686
PJNA_0185,PJNA_crop,2,dt_mask,0.2,1.0,0.9055
PJNA_0185,PJNA_crop,2,ig_mask,0.3,0.0,0.9313
PJNA_0185,PJNA_crop,2,random_mask,0.3,0.0,0.9035
PJNA_0185,PJNA_crop,2,fft_mask,0.3,0.0,0.7795
PJNA_0185,PJNA_crop,2,gabor_mask,0.3,0.0,0.9237
PJNA_0185,PJNA_crop,2,dt_mask,0.3,1.0,0.8965
ARSS_0002,ARSS_crop,1,full,0.0,1.0,0.9793
ARSS_0002,ARSS_crop,1,ig_mask,0.1,0.0,0.9417
ARSS_0002,ARSS_crop,1,random_mask,0.1,0.0,0.6131
ARSS_0002,ARSS_crop,1,fft_mask,0.1,0.0,0.5554
ARSS_0002,ARSS_crop,1,gabor_mask,0.1,0.0,0.7476
ARSS_0002,ARSS_crop,1,dt_mask,0.1,1.0,0.9738
ARSS_0002,ARSS_crop,1,ig_mask,0.2,0.0,0.9532
ARSS_0002,ARSS_crop,1,random_mask,0.2,0.0,0.7717
ARSS_0002,ARSS_crop,1,fft_mask,0.2,0.0,0.5773
ARSS_0002,ARSS_crop,1,gabor_mask,0.2,0.0,0.8812
ARSS_0002,ARSS_crop,1,dt_mask,0.2,1.0,0.9711
ARSS_0002,ARSS_crop,1,ig_mask,0.3,0.0,0.9469
ARSS_0002,ARSS_crop,1,random_mask,0.3,0.0,0.8187
ARSS_0002,ARSS_crop,1,fft_mask,0.3,0.0,0.7692
ARSS_0002,ARSS_crop,1,gabor_mask,0.3,0.0,0.9503
ARSS_0002,ARSS_crop,1,dt_mask,0.3,1.0,0.9662
PRPE_0007,PRPE_crop,4,full,0.0,1.0,0.9069
PRPE_0007,PRPE_crop,4,ig_mask,0.1,1.0,0.9477
PRPE_0007,PRPE_crop,4,random_mask,0.1,1.0,0.922
PRPE_0007,PRPE_crop,4,fft_mask,0.1,0.0,0.5187
PRPE_0007,PRPE_crop,4,gabor_mask,0.1,1.0,0.5337
PRPE_0007,PRPE_crop,4,dt_mask,0.1,1.0,0.823
PRPE_0007,PRPE_crop,4,ig_mask,0.2,1.0,0.956
PRPE_0007,PRPE_crop,4,random_mask,0.2,1.0,0.9435
PRPE_0007,PRPE_crop,4,fft_mask,0.2,0.0,0.8351
PRPE_0007,PRPE_crop,4,gabor_mask,0.2,1.0,0.6269
PRPE_0007,PRPE_crop,4,dt_mask,0.2,1.0,0.9264
PRPE_0007,PRPE_crop,4,ig_mask,0.3,1.0,0.9526
PRPE_0007,PRPE_crop,4,random_mask,0.3,1.0,0.9485
PRPE_0007,PRPE_crop,4,fft_mask,0.3,0.0,0.7256
PRPE_0007,PRPE_crop,4,gabor_mask,0.3,1.0,0.9277
PRPE_0007,PRPE_crop,4,dt_mask,0.3,1.0,0.5915
PRDA_0034,PRDA_crop,3,full,0.0,1.0,0.7818
PRDA_0034,PRDA_crop,3,ig_mask,0.1,0.0,0.9208
PRDA_0034,PRDA_crop,3,random_mask,0.1,0.4,0.5922
PRDA_0034,PRDA_crop,3,fft_mask,0.1,1.0,0.4467
PRDA_0034,PRDA_crop,3,gabor_mask,0.1,1.0,0.611
PRDA_0034,PRDA_crop,3,dt_mask,0.1,1.0,0.5464
PRDA_0034,PRDA_crop,3,ig_mask,0.2,0.0,0.9453
PRDA_0034,PRDA_crop,3,random_mask,0.2,0.0,0.8451
PRDA_0034,PRDA_crop,3,fft_mask,0.2,0.0,0.6872
PRDA_0034,PRDA_crop,3,gabor_mask,0.2,1.0,0.4043
PRDA_0034,PRDA_crop,3,dt_mask,0.2,0.0,0.4029
PRDA_0034,PRDA_crop,3,ig_mask,0.3,0.0,0.9253
PRDA_0034,PRDA_crop,3,random_mask,0.3,0.0,0.9229
PRDA_0034,PRDA_crop,3,fft_mask,0.3,0.0,0.6018
PRDA_0034,PRDA_crop,3,gabor_mask,0.3,0.0,0.8417
PRDA_0034,PRDA_crop,3,dt_mask,0.3,0.0,0.5363
PRPE_0065,PRPE_crop,4,full,0.0,1.0,0.9604
PRPE_0065,PRPE_crop,4,ig_mask,0.1,1.0,0.9591
PRPE_0065,PRPE_crop,4,random_mask,0.1,1.0,0.9562
PRPE_0065,PRPE_crop,4,fft_mask,0.1,1.0,0.8788
PRPE_0065,PRPE_crop,4,gabor_mask,0.1,1.0,0.9579
PRPE_0065,PRPE_crop,4,dt_mask,0.1,1.0,0.9484
PRPE_0065,PRPE_crop,4,ig_mask,0.2,1.0,0.9609
PRPE_0065,PRPE_crop,4,random_mask,0.2,1.0,0.9571
PRPE_0065,PRPE_crop,4,fft_mask,0.2,0.0,0.5867
PRPE_0065,PRPE_crop,4,gabor_mask,0.2,1.0,0.9249
PRPE_0065,PRPE_crop,4,dt_mask,0.2,1.0,0.9174
PRPE_0065,PRPE_crop,4,ig_mask,0.3,1.0,0.961
PRPE_0065,PRPE_crop,4,random_mask,0.3,1.0,0.9585
PRPE_0065,PRPE_crop,4,fft_mask,0.3,0.0,0.6517
PRPE_0065,PRPE_crop,4,gabor_mask,0.3,1.0,0.9285
PRPE_0065,PRPE_crop,4,dt_mask,0.3,1.0,0.8556
ARSS_0122,ARSS_crop,1,full,0.0,1.0,0.8684
ARSS_0122,ARSS_crop,1,ig_mask,0.1,1.0,0.9133
ARSS_0122,ARSS_crop,1,random_mask,0.1,0.0,0.9246
ARSS_0122,ARSS_crop,1,fft_mask,0.1,0.0,0.3613
ARSS_0122,ARSS_crop,1,gabor_mask,0.1,1.0,0.6568
ARSS_0122,ARSS_crop,1,dt_mask,0.1,1.0,0.8086
ARSS_0122,ARSS_crop,1,ig_mask,0.2,1.0,0.8318
ARSS_0122,ARSS_crop,1,random_mask,0.2,0.0,0.9448
ARSS_0122,ARSS_crop,1,fft_mask,0.2,0.0,0.5457
ARSS_0122,ARSS_crop,1,gabor_mask,0.2,0.0,0.738
ARSS_0122,ARSS_crop,1,dt_mask,0.2,1.0,0.6606
ARSS_0122,ARSS_crop,1,ig_mask,0.3,0.0,0.5369
ARSS_0122,ARSS_crop,1,random_mask,0.3,0.0,0.9492
ARSS_0122,ARSS_crop,1,fft_mask,0.3,0.0,0.8116
ARSS_0122,ARSS_crop,1,gabor_mask,0.3,0.0,0.9383
ARSS_0122,ARSS_crop,1,dt_mask,0.3,1.0,0.5759
ARSS_0200,ARSS_crop,1,full,0.0,1.0,0.9857
ARSS_0200,ARSS_crop,1,ig_mask,0.1,0.0,0.9194
ARSS_0200,ARSS_crop,1,random_mask,0.1,0.0,0.943
ARSS_0200,ARSS_crop,1,fft_mask,0.1,1.0,0.6885
ARSS_0200,ARSS_crop,1,gabor_mask,0.1,1.0,0.7755
ARSS_0200,ARSS_crop,1,dt_mask,0.1,1.0,0.9814
ARSS_0200,ARSS_crop,1,ig_mask,0.2,0.0,0.9491
ARSS_0200,ARSS_crop,1,random_mask,0.2,0.0,0.9447
ARSS_0200,ARSS_crop,1,fft_mask,0.2,0.0,0.6895
ARSS_0200,ARSS_crop,1,gabor_mask,0.2,0.0,0.8138
ARSS_0200,ARSS_crop,1,dt_mask,0.2,1.0,0.9777
ARSS_0200,ARSS_crop,1,ig_mask,0.3,0.0,0.9482
ARSS_0200,ARSS_crop,1,random_mask,0.3,0.0,0.9423
ARSS_0200,ARSS_crop,1,fft_mask,0.3,0.0,0.4927
ARSS_0200,ARSS_crop,1,gabor_mask,0.3,0.0,0.9523
ARSS_0200,ARSS_crop,1,dt_mask,0.3,1.0,0.9755
PRDA_0193,PRDA_crop,3,full,0.0,1.0,0.7955
PRDA_0193,PRDA_crop,3,ig_mask,0.1,0.0,0.5916
PRDA_0193,PRDA_crop,3,random_mask,0.1,1.0,0.6481
PRDA_0193,PRDA_crop,3,fft_mask,0.1,1.0,0.5544
PRDA_0193,PRDA_crop,3,gabor_mask,0.1,1.0,0.6625
PRDA_0193,PRDA_crop,3,dt_mask,0.1,1.0,0.6814
PRDA_0193,PRDA_crop,3,ig_mask,0.2,0.0,0.8732
PRDA_0193,PRDA_crop,3,random_mask,0.2,0.7,0.5099
PRDA_0193,PRDA_crop,3,fft_mask,0.2,0.0,0.5195
PRDA_0193,PRDA_crop,3,gabor_mask,0.2,1.0,0.5039
PRDA_0193,PRDA_crop,3,dt_mask,0.2,1.0,0.4735
PRDA_0193,PRDA_crop,3,ig_mask,0.3,0.0,0.9192
PRDA_0193,PRDA_crop,3,random_mask,0.3,0.1,0.6616
PRDA_0193,PRDA_crop,3,fft_mask,0.3,0.0,0.4134
PRDA_0193,PRDA_crop,3,gabor_mask,0.3,0.0,0.6257
PRDA_0193,PRDA_crop,3,dt_mask,0.3,0.0,0.5035
PRPE_0032,PRPE_crop,4,full,0.0,1.0,0.958
PRPE_0032,PRPE_crop,4,ig_mask,0.1,1.0,0.963
PRPE_0032,PRPE_crop,4,random_mask,0.1,1.0,0.9579
PRPE_0032,PRPE_crop,4,fft_mask,0.1,1.0,0.8472
PRPE_0032,PRPE_crop,4,gabor_mask,0.1,1.0,0.9585
PRPE_0032,PRPE_crop,4,dt_mask,0.1,1.0,0.9573
PRPE_0032,PRPE_crop,4,ig_mask,0.2,1.0,0.9619
PRPE_0032,PRPE_crop,4,random_mask,0.2,1.0,0.9589
PRPE_0032,PRPE_crop,4,fft_mask,0.2,0.0,0.678
PRPE_0032,PRPE_crop,4,gabor_mask,0.2,1.0,0.9609
PRPE_0032,PRPE_crop,4,dt_mask,0.2,1.0,0.9605
PRPE_0032,PRPE_crop,4,ig_mask,0.3,1.0,0.9605
PRPE_0032,PRPE_crop,4,random_mask,0.3,1.0,0.9596
PRPE_0032,PRPE_crop,4,fft_mask,0.3,0.0,0.6198
PRPE_0032,PRPE_crop,4,gabor_mask,0.3,1.0,0.9604
PRPE_0032,PRPE_crop,4,dt_mask,0.3,1.0,0.9554
ARSS_0193,ARSS_crop,1,full,0.0,1.0,0.974
ARSS_0193,ARSS_crop,1,ig_mask,0.1,1.0,0.8053
ARSS_0193,ARSS_crop,1,random_mask,0.1,0.0,0.5331
ARSS_0193,ARSS_crop,1,fft_mask,0.1,1.0,0.3832
ARSS_0193,ARSS_crop,1,gabor_mask,0.1,1.0,0.5263
ARSS_0193,ARSS_crop,1,dt_mask,0.1,1.0,0.9581
ARSS_0193,ARSS_crop,1,ig_mask,0.2,0.0,0.5254
ARSS_0193,ARSS_crop,1,random_mask,0.2,0.0,0.5793
ARSS_0193,ARSS_crop,1,fft_mask,0.2,0.0,0.4007
ARSS_0193,ARSS_crop,1,gabor_mask,0.2,0.0,0.837
ARSS_0193,ARSS_crop,1,dt_mask,0.2,1.0,0.8989
ARSS_0193,ARSS_crop,1,ig_mask,0.3,0.0,0.6803
ARSS_0193,ARSS_crop,1,random_mask,0.3,0.0,0.6525
ARSS_0193,ARSS_crop,1,fft_mask,0.3,0.0,0.5477
ARSS_0193,ARSS_crop,1,gabor_mask,0.3,0.0,0.9389
ARSS_0193,ARSS_crop,1,dt_mask,0.3,1.0,0.8927
PJNA_0226,PJNA_crop,2,full,0.0,1.0,0.9419
PJNA_0226,PJNA_crop,2,ig_mask,0.1,1.0,0.4418
PJNA_0226,PJNA_crop,2,random_mask,0.1,0.3,0.5276
PJNA_0226,PJNA_crop,2,fft_mask,0.1,1.0,0.9366
PJNA_0226,PJNA_crop,2,gabor_mask,0.1,1.0,0.9256
PJNA_0226,PJNA_crop,2,dt_mask,0.1,1.0,0.9384
PJNA_0226,PJNA_crop,2,ig_mask,0.2,0.0,0.9012
PJNA_0226,PJNA_crop,2,random_mask,0.2,0.0,0.6889
PJNA_0226,PJNA_crop,2,fft_mask,0.2,1.0,0.8926
PJNA_0226,PJNA_crop,2,gabor_mask,0.2,1.0,0.4577
PJNA_0226,PJNA_crop,2,dt_mask,0.2,1.0,0.9356
PJNA_0226,PJNA_crop,2,ig_mask,0.3,0.0,0.9276
PJNA_0226,PJNA_crop,2,random_mask,0.3,0.0,0.7921
PJNA_0226,PJNA_crop,2,fft_mask,0.3,1.0,0.9157
PJNA_0226,PJNA_crop,2,gabor_mask,0.3,0.0,0.658
PJNA_0226,PJNA_crop,2,dt_mask,0.3,1.0,0.9325
PJNA_0188,PJNA_crop,2,full,0.0,1.0,0.9254
PJNA_0188,PJNA_crop,2,ig_mask,0.1,0.0,0.4745
PJNA_0188,PJNA_crop,2,random_mask,0.1,1.0,0.75
PJNA_0188,PJNA_crop,2,fft_mask,0.1,1.0,0.8893
PJNA_0188,PJNA_crop,2,gabor_mask,0.1,1.0,0.9147
PJNA_0188,PJNA_crop,2,dt_mask,0.1,1.0,0.9226
PJNA_0188,PJNA_crop,2,ig_mask,0.2,0.0,0.8833
PJNA_0188,PJNA_crop,2,random_mask,0.2,0.7,0.6067
PJNA_0188,PJNA_crop,2,fft_mask,0.2,1.0,0.886
PJNA_0188,PJNA_crop,2,gabor_mask,0.2,1.0,0.8605
PJNA_0188,PJNA_crop,2,dt_mask,0.2,1.0,0.9183
PJNA_0188,PJNA_crop,2,ig_mask,0.3,0.0,0.9317
PJNA_0188,PJNA_crop,2,random_mask,0.3,0.0,0.7804
PJNA_0188,PJNA_crop,2,fft_mask,0.3,0.0,0.7792
PJNA_0188,PJNA_crop,2,gabor_mask,0.3,0.0,0.815
PJNA_0188,PJNA_crop,2,dt_mask,0.3,1.0,0.9178
ARSS_0144,ARSS_crop,1,full,0.0,1.0,0.9831
ARSS_0144,ARSS_crop,1,ig_mask,0.1,0.0,0.8857
ARSS_0144,ARSS_crop,1,random_mask,0.1,0.0,0.856
ARSS_0144,ARSS_crop,1,fft_mask,0.1,0.0,0.3464
ARSS_0144,ARSS_crop,1,gabor_mask,0.1,1.0,0.8669
ARSS_0144,ARSS_crop,1,dt_mask,0.1,1.0,0.9788
ARSS_0144,ARSS_crop,1,ig_mask,0.2,0.0,0.9294
ARSS_0144,ARSS_crop,1,random_mask,0.2,0.0,0.8775
ARSS_0144,ARSS_crop,1,fft_mask,0.2,0.0,0.5864
ARSS_0144,ARSS_crop,1,gabor_mask,0.2,0.0,0.9599
ARSS_0144,ARSS_crop,1,dt_mask,0.2,1.0,0.9764
ARSS_0144,ARSS_crop,1,ig_mask,0.3,0.0,0.9076
ARSS_0144,ARSS_crop,1,random_mask,0.3,0.0,0.8801
ARSS_0144,ARSS_crop,1,fft_mask,0.3,0.0,0.7429
ARSS_0144,ARSS_crop,1,gabor_mask,0.3,0.0,0.9652
ARSS_0144,ARSS_crop,1,dt_mask,0.3,1.0,0.9741
PJNA_0203,PJNA_crop,2,full,0.0,1.0,0.9246
PJNA_0203,PJNA_crop,2,ig_mask,0.1,1.0,0.4802
PJNA_0203,PJNA_crop,2,random_mask,0.1,1.0,0.5873
PJNA_0203,PJNA_crop,2,fft_mask,0.1,1.0,0.8354
PJNA_0203,PJNA_crop,2,gabor_mask,0.1,1.0,0.8998
PJNA_0203,PJNA_crop,2,dt_mask,0.1,1.0,0.9201
PJNA_0203,PJNA_crop,2,ig_mask,0.2,0.0,0.7504
PJNA_0203,PJNA_crop,2,random_mask,0.2,0.5,0.6086
PJNA_0203,PJNA_crop,2,fft_mask,0.2,1.0,0.8964
PJNA_0203,PJNA_crop,2,gabor_mask,0.2,1.0,0.8701
PJNA_0203,PJNA_crop,2,dt_mask,0.2,1.0,0.9174
PJNA_0203,PJNA_crop,2,ig_mask,0.3,0.0,0.9177
PJNA_0203,PJNA_crop,2,random_mask,0.3,0.1,0.7562
PJNA_0203,PJNA_crop,2,fft_mask,0.3,0.0,0.7793
PJNA_0203,PJNA_crop,2,gabor_mask,0.3,0.0,0.9465
PJNA_0203,PJNA_crop,2,dt_mask,0.3,1.0,0.9118
ARSS_0159,ARSS_crop,1,full,0.0,0.0,0.8444
ARSS_0159,ARSS_crop,1,ig_mask,0.1,0.0,0.8629
ARSS_0159,ARSS_crop,1,random_mask,0.1,0.0,0.87
ARSS_0159,ARSS_crop,1,fft_mask,0.1,0.0,0.881
ARSS_0159,ARSS_crop,1,gabor_mask,0.1,0.0,0.7618
ARSS_0159,ARSS_crop,1,dt_mask,0.1,0.0,0.8856
ARSS_0159,ARSS_crop,1,ig_mask,0.2,0.0,0.9411
ARSS_0159,ARSS_crop,1,random_mask,0.2,0.0,0.9228
ARSS_0159,ARSS_crop,1,fft_mask,0.2,0.0,0.7304
ARSS_0159,ARSS_crop,1,gabor_mask,0.2,0.0,0.8611
ARSS_0159,ARSS_crop,1,dt_mask,0.2,0.0,0.8609
ARSS_0159,ARSS_crop,1,ig_mask,0.3,0.0,0.9506
ARSS_0159,ARSS_crop,1,random_mask,0.3,0.0,0.9315
ARSS_0159,ARSS_crop,1,fft_mask,0.3,0.0,0.6965
ARSS_0159,ARSS_crop,1,gabor_mask,0.3,0.0,0.9354
ARSS_0159,ARSS_crop,1,dt_mask,0.3,0.0,0.8391
ARSE_0052,ARSE_crop,0,full,0.0,1.0,0.9252
ARSE_0052,ARSE_crop,0,ig_mask,0.1,0.0,0.9054
ARSE_0052,ARSE_crop,0,random_mask,0.1,0.0,0.9424
ARSE_0052,ARSE_crop,0,fft_mask,0.1,0.0,0.8559
ARSE_0052,ARSE_crop,0,gabor_mask,0.1,0.0,0.528
ARSE_0052,ARSE_crop,0,dt_mask,0.1,1.0,0.9073
ARSE_0052,ARSE_crop,0,ig_mask,0.2,0.0,0.9503
ARSE_0052,ARSE_crop,0,random_mask,0.2,0.0,0.948
ARSE_0052,ARSE_crop,0,fft_mask,0.2,0.0,0.9063
ARSE_0052,ARSE_crop,0,gabor_mask,0.2,0.0,0.9139
ARSE_0052,ARSE_crop,0,dt_mask,0.2,1.0,0.8894
ARSE_0052,ARSE_crop,0,ig_mask,0.3,0.0,0.9489
ARSE_0052,ARSE_crop,0,random_mask,0.3,0.0,0.9455
ARSE_0052,ARSE_crop,0,fft_mask,0.3,0.0,0.7001
ARSE_0052,ARSE_crop,0,gabor_mask,0.3,0.0,0.939
ARSE_0052,ARSE_crop,0,dt_mask,0.3,1.0,0.8161
PRDA_0055,PRDA_crop,3,full,0.0,1.0,0.8441
PRDA_0055,PRDA_crop,3,ig_mask,0.1,0.0,0.8809
PRDA_0055,PRDA_crop,3,random_mask,0.1,1.0,0.6419
PRDA_0055,PRDA_crop,3,fft_mask,0.1,1.0,0.6901
PRDA_0055,PRDA_crop,3,gabor_mask,0.1,1.0,0.7881
PRDA_0055,PRDA_crop,3,dt_mask,0.1,1.0,0.804
PRDA_0055,PRDA_crop,3,ig_mask,0.2,0.0,0.9457
PRDA_0055,PRDA_crop,3,random_mask,0.2,0.3,0.6116
PRDA_0055,PRDA_crop,3,fft_mask,0.2,1.0,0.76
PRDA_0055,PRDA_crop,3,gabor_mask,0.2,1.0,0.6103
PRDA_0055,PRDA_crop,3,dt_mask,0.2,1.0,0.7522
PRDA_0055,PRDA_crop,3,ig_mask,0.3,0.0,0.9472
PRDA_0055,PRDA_crop,3,random_mask,0.3,0.0,0.7254
PRDA_0055,PRDA_crop,3,fft_mask,0.3,0.0,0.5532
PRDA_0055,PRDA_crop,3,gabor_mask,0.3,0.0,0.8139
PRDA_0055,PRDA_crop,3,dt_mask,0.3,1.0,0.6438
ARSS_0197,ARSS_crop,1,full,0.0,1.0,0.9796
ARSS_0197,ARSS_crop,1,ig_mask,0.1,1.0,0.8436
ARSS_0197,ARSS_crop,1,random_mask,0.1,0.0,0.5959
ARSS_0197,ARSS_crop,1,fft_mask,0.1,0.0,0.3313
ARSS_0197,ARSS_crop,1,gabor_mask,0.1,1.0,0.515
ARSS_0197,ARSS_crop,1,dt_mask,0.1,1.0,0.9741
ARSS_0197,ARSS_crop,1,ig_mask,0.2,1.0,0.5287
ARSS_0197,ARSS_crop,1,random_mask,0.2,0.0,0.67
ARSS_0197,ARSS_crop,1,fft_mask,0.2,0.0,0.5769
ARSS_0197,ARSS_crop,1,gabor_mask,0.2,0.0,0.8379
ARSS_0197,ARSS_crop,1,dt_mask,0.2,1.0,0.9625
ARSS_0197,ARSS_crop,1,ig_mask,0.3,0.0,0.5249
ARSS_0197,ARSS_crop,1,random_mask,0.3,0.0,0.7665
ARSS_0197,ARSS_crop,1,fft_mask,0.3,0.0,0.6297
ARSS_0197,ARSS_crop,1,gabor_mask,0.3,0.0,0.9534
ARSS_0197,ARSS_crop,1,dt_mask,0.3,1.0,0.9485
ARSE_0037,ARSE_crop,0,full,0.0,1.0,0.9407
ARSE_0037,ARSE_crop,0,ig_mask,0.1,0.0,0.9279
ARSE_0037,ARSE_crop,0,random_mask,0.1,0.0,0.9114
ARSE_0037,ARSE_crop,0,fft_mask,0.1,0.0,0.5624
ARSE_0037,ARSE_crop,0,gabor_mask,0.1,0.0,0.7635
ARSE_0037,ARSE_crop,0,dt_mask,0.1,1.0,0.927
ARSE_0037,ARSE_crop,0,ig_mask,0.2,0.0,0.9452
ARSE_0037,ARSE_crop,0,random_mask,0.2,0.0,0.9135
ARSE_0037,ARSE_crop,0,fft_mask,0.2,0.0,0.882
ARSE_0037,ARSE_crop,0,gabor_mask,0.2,0.0,0.8733
ARSE_0037,ARSE_crop,0,dt_mask,0.2,1.0,0.9175
ARSE_0037,ARSE_crop,0,ig_mask,0.3,0.0,0.9489
ARSE_0037,ARSE_crop,0,random_mask,0.3,0.0,0.9249
ARSE_0037,ARSE_crop,0,fft_mask,0.3,0.0,0.5738
ARSE_0037,ARSE_crop,0,gabor_mask,0.3,0.0,0.9553
ARSE_0037,ARSE_crop,0,dt_mask,0.3,1.0,0.8519
PRPE_0063,PRPE_crop,4,full,0.0,1.0,0.8356
PRPE_0063,PRPE_crop,4,ig_mask,0.1,1.0,0.958
PRPE_0063,PRPE_crop,4,random_mask,0.1,1.0,0.9421
PRPE_0063,PRPE_crop,4,fft_mask,0.1,0.0,0.3958
PRPE_0063,PRPE_crop,4,gabor_mask,0.1,1.0,0.9265
PRPE_0063,PRPE_crop,4,dt_mask,0.1,1.0,0.9229
PRPE_0063,PRPE_crop,4,ig_mask,0.2,1.0,0.9593
